Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Experience_Level_Category,BMI_Category
39,male,71.7,1.88,198,147,51,0.55,445.0,cardio,23.7,2.2,2,1,20.29,beginner,normal
38,female,57.7,1.56,185,132,54,1.64,1082.0,hiit,16.6,2.7,5,3,23.71,advanced,normal
23,female,47.4,1.6,196,154,50,0.76,585.0,strength,33.5,1.6,3,1,18.52,beginner,normal
18,female,57.2,1.75,193,160,74,1.29,1032.0,cardio,33.5,2.4,3,2,18.68,intermediate,normal
22,female,44.8,1.72,166,132,54,1.48,977.0,cardio,28.6,1.8,4,2,15.14,intermediate,underweight
58,male,90.2,1.72,199,150,55,0.9,668.0,hiit,28.3,2.1,2,1,30.49,beginner,obese
29,male,84.9,1.72,187,140,51,1.79,1378.0,yoga,14.3,3.5,4,3,28.7,advanced,overweight
43,male,95.7,1.77,198,151,50,1.08,807.0,hiit,24.2,3.4,3,1,30.55,beginner,obese
51,male,59.0,1.65,198,153,53,1.22,924.0,hiit,20.7,2.3,3,2,21.67,intermediate,normal
31,female,60.5,1.77,187,127,56,1.72,1092.0,hiit,15.0,2.7,4,3,19.31,advanced,normal
43,female,53.8,1.72,173,160,71,1.03,742.0,strength,30.2,2.3,4,2,18.19,intermediate,underweight
44,male,86.6,1.97,197,167,50,1.66,1372.0,yoga,11.7,3.5,5,3,22.31,advanced,normal
26,female,72.8,1.67,163,121,50,1.37,829.0,strength,35.0,1.9,2,1,26.1,beginner,overweight
43,female,66.3,1.77,177,157,57,1.48,1046.0,hiit,32.7,1.7,4,2,21.16,intermediate,normal
39,female,56.0,1.6,184,151,69,0.89,672.0,yoga,32.6,2.0,2,1,21.87,beginner,normal
47,male,45.9,1.93,166,159,65,1.29,1015.0,cardio,29.6,2.0,3,2,12.32,intermediate,underweight
34,male,88.0,1.64,197,147,70,1.9,1536.0,yoga,14.4,3.5,4,3,32.72,advanced,obese
43,male,94.0,1.79,187,156,62,1.31,1012.0,hiit,23.2,3.4,2,1,29.34,beginner,overweight
53,female,44.7,1.79,164,160,72,1.34,965.0,yoga,26.7,2.1,3,2,13.95,intermediate,underweight
18,male,63.2,1.63,162,120,73,0.66,436.0,cardio,27.5,2.2,3,1,23.79,beginner,normal
25,male,95.6,1.9,190,160,72,1.47,1294.0,cardio,23.8,2.4,4,2,26.48,intermediate,overweight
52,male,47.8,1.86,179,129,67,1.01,645.0,yoga,24.7,2.8,3,2,13.82,intermediate,underweight
32,male,85.3,1.64,178,123,69,1.77,1197.0,cardio,13.2,3.5,4,3,31.71,advanced,obese
39,male,59.7,1.83,170,154,59,1.35,1143.0,strength,29.1,2.3,4,2,17.83,intermediate,underweight
31,male,70.2,1.98,199,129,61,0.71,504.0,yoga,24.2,2.5,2,1,17.91,beginner,underweight
43,female,72.7,1.8,162,166,50,0.79,590.0,cardio,32.8,2.1,3,1,22.44,beginner,normal
45,female,50.4,1.79,182,130,59,0.74,433.0,cardio,27.7,2.5,2,1,15.73,beginner,underweight
40,male,81.7,1.74,166,133,58,0.91,666.0,yoga,27.0,2.7,2,1,26.99,beginner,overweight
31,male,49.3,1.62,182,157,52,0.56,484.0,strength,20.0,3.2,2,1,18.79,beginner,normal
41,female,61.9,1.64,166,131,68,1.93,1138.0,yoga,19.4,2.7,4,3,23.01,advanced,normal
19,female,49.1,1.68,193,164,58,1.42,1164.0,cardio,25.3,2.6,4,2,17.4,intermediate,underweight
43,male,66.5,1.83,178,136,59,1.11,747.0,yoga,27.1,2.4,3,2,19.86,intermediate,normal
31,male,75.5,1.93,168,135,68,0.6,446.0,cardio,20.5,3.4,2,1,20.27,beginner,normal
24,male,88.2,1.79,177,154,65,1.76,1491.0,hiit,11.3,3.5,4,3,27.53,advanced,overweight
20,male,74.8,1.75,184,121,73,1.33,885.0,yoga,25.0,3.3,3,2,24.42,intermediate,normal
40,female,72.2,1.6,173,130,67,0.87,566.0,yoga,29.2,1.9,3,1,28.2,beginner,overweight
35,male,62.8,1.63,184,160,63,1.41,1241.0,cardio,21.9,3.7,4,2,23.64,intermediate,normal
55,male,84.7,1.79,178,122,52,1.19,719.0,cardio,23.3,2.4,3,2,26.43,intermediate,overweight
52,male,116.5,1.69,198,148,51,0.53,388.0,cardio,27.3,2.4,2,1,40.79,beginner,obese
32,male,77.4,1.92,174,137,50,1.39,1047.0,cardio,26.7,3.3,3,2,21.0,intermediate,normal
42,female,72.9,1.62,175,139,67,1.17,732.0,yoga,25.7,2.0,4,2,27.78,intermediate,overweight
54,female,58.4,1.59,186,166,73,1.08,807.0,cardio,32.5,1.9,2,1,23.1,beginner,normal
45,female,64.3,1.54,199,133,58,1.67,999.0,yoga,15.3,2.7,4,3,27.11,advanced,overweight
27,male,89.3,1.87,169,153,62,1.62,1363.0,strength,12.7,3.5,5,3,25.54,advanced,overweight
56,male,90.2,1.61,163,168,51,1.38,1148.0,yoga,22.6,2.3,3,2,34.8,intermediate,obese
34,female,59.0,1.62,178,150,56,1.13,847.0,cardio,30.9,2.4,4,2,22.48,intermediate,normal
56,male,58.7,1.86,187,159,65,1.09,858.0,cardio,22.6,3.3,3,2,16.97,intermediate,underweight
39,male,127.5,1.82,180,161,70,1.26,1116.0,strength,29.8,3.0,3,2,38.49,intermediate,obese
43,female,68.6,1.52,173,137,68,1.42,875.0,yoga,28.1,2.6,4,2,29.69,intermediate,overweight
42,female,56.7,1.53,192,149,74,1.07,717.0,strength,27.4,1.9,3,1,24.22,beginner,normal
34,female,64.5,1.78,169,144,64,1.33,958.0,yoga,27.8,1.8,4,2,20.36,intermediate,normal
30,female,61.6,1.52,178,138,71,1.78,1228.0,cardio,19.5,2.7,4,3,26.66,advanced,overweight
37,male,75.1,1.82,189,127,60,1.23,859.0,yoga,26.4,3.2,4,2,22.67,intermediate,normal
42,male,79.3,1.93,181,147,50,1.22,888.0,cardio,27.3,3.3,2,1,21.29,beginner,normal
21,female,72.6,1.68,162,127,70,1.19,756.0,cardio,34.2,1.8,3,2,25.72,intermediate,overweight
27,male,76.7,1.7,196,150,56,0.96,792.0,hiit,29.1,2.1,3,1,26.54,beginner,overweight
20,female,44.2,1.61,177,122,69,1.08,659.0,hiit,32.4,2.5,2,1,17.05,beginner,underweight
58,female,56.5,1.7,170,122,57,0.74,406.0,yoga,27.0,2.7,2,1,19.55,beginner,normal
35,male,100.9,1.63,161,163,59,1.1,986.0,cardio,28.4,3.1,2,1,37.98,beginner,obese
53,female,55.8,1.55,171,141,54,1.12,711.0,strength,27.0,1.8,4,2,23.23,intermediate,normal
39,male,58.3,1.93,165,136,58,1.35,1010.0,cardio,27.4,3.7,4,2,15.65,intermediate,underweight
51,male,48.6,1.77,199,155,74,1.47,1128.0,strength,26.9,3.5,2,1,15.51,beginner,underweight
25,male,81.7,1.95,188,136,74,1.94,1451.0,yoga,13.8,3.5,4,3,21.49,advanced,normal
57,male,85.6,1.69,189,133,50,1.76,1159.0,yoga,12.7,3.5,5,3,29.97,advanced,overweight
36,female,60.0,1.72,161,128,51,1.63,1043.0,strength,18.2,2.7,5,3,20.28,advanced,normal
59,male,126.4,1.69,168,149,68,1.24,915.0,strength,29.5,2.9,3,1,44.26,beginner,obese
58,female,75.4,1.78,161,140,63,1.05,662.0,cardio,26.0,2.5,4,2,23.8,intermediate,normal
54,female,64.2,1.69,188,131,69,1.69,996.0,yoga,16.5,2.7,4,3,22.48,advanced,normal
23,female,65.2,1.62,192,156,59,1.37,1069.0,cardio,31.1,2.5,3,2,24.84,intermediate,normal
43,female,70.1,1.66,169,151,58,0.99,673.0,strength,34.6,2.6,2,1,25.44,beginner,overweight
51,male,102.6,1.77,193,130,59,1.21,779.0,hiit,21.0,3.4,2,1,32.75,beginner,obese
23,male,107.2,1.93,167,139,55,1.15,879.0,hiit,20.2,3.1,4,2,28.78,intermediate,overweight
54,female,56.5,1.75,196,154,66,1.76,1220.0,hiit,15.3,2.7,5,3,18.45,advanced,underweight
50,female,61.6,1.75,192,166,74,1.22,911.0,strength,25.5,2.2,4,2,20.11,intermediate,normal
39,male,81.7,1.75,165,165,55,1.32,1198.0,cardio,29.1,2.8,4,2,26.68,intermediate,overweight
38,female,76.6,1.58,199,130,53,0.74,481.0,yoga,32.2,2.3,2,1,30.68,beginner,obese
23,male,116.8,1.79,178,127,69,1.0,698.0,strength,26.8,3.4,4,2,36.45,intermediate,obese
23,female,60.1,1.59,191,123,52,1.8,1107.0,hiit,17.6,2.7,4,3,23.77,advanced,normal
21,male,93.7,1.73,186,146,72,1.0,803.0,cardio,27.8,3.6,2,1,31.31,beginner,obese
47,female,41.6,1.58,160,163,68,1.03,756.0,yoga,26.6,2.1,4,2,16.66,intermediate,underweight
28,female,55.1,1.79,192,159,67,1.99,1582.0,yoga,17.0,2.7,5,3,17.2,advanced,underweight
47,male,127.1,1.76,199,157,73,0.71,552.0,strength,24.9,3.0,2,1,41.03,beginner,obese
48,female,69.1,1.6,191,166,53,1.34,1001.0,strength,26.1,2.0,4,2,26.99,intermediate,overweight
41,female,66.8,1.74,164,149,57,1.34,898.0,yoga,29.2,2.3,3,1,22.06,beginner,normal
26,male,125.5,1.76,176,163,66,1.15,1031.0,yoga,23.2,3.1,4,2,40.52,intermediate,obese
20,female,71.3,1.58,167,167,54,1.07,893.0,hiit,25.4,1.5,3,2,28.56,intermediate,overweight
48,male,129.2,1.61,193,167,62,1.06,876.0,yoga,21.4,2.9,4,2,49.84,intermediate,obese
57,male,96.3,1.86,168,146,74,1.1,795.0,strength,27.6,2.2,3,2,27.84,intermediate,overweight
54,female,67.5,1.54,182,140,50,0.72,454.0,cardio,25.2,1.5,3,1,28.46,beginner,overweight
53,female,64.4,1.55,194,139,62,1.77,1107.0,hiit,19.7,2.7,4,3,26.81,advanced,overweight
41,female,64.9,1.57,166,123,53,1.04,576.0,hiit,25.9,2.4,4,2,26.33,intermediate,overweight
48,female,52.3,1.66,174,130,71,0.74,433.0,yoga,33.0,1.8,3,1,18.98,beginner,normal
23,female,56.7,1.55,179,132,73,1.38,911.0,cardio,34.0,1.9,4,2,23.6,intermediate,normal
19,female,46.8,1.63,184,128,63,1.35,864.0,hiit,34.4,1.6,4,2,17.61,intermediate,underweight
37,female,70.3,1.77,162,123,52,1.01,621.0,strength,33.7,1.7,2,1,22.44,beginner,normal
45,male,80.8,1.76,183,131,54,1.7,1102.0,yoga,11.4,3.5,4,3,26.08,advanced,overweight
28,female,56.0,1.5,193,128,56,1.94,1242.0,strength,16.7,2.7,5,3,24.89,advanced,normal
21,male,101.2,1.84,181,132,50,1.3,944.0,yoga,24.3,3.3,2,1,29.89,beginner,overweight
32,female,56.6,1.57,170,167,72,1.65,1378.0,hiit,15.7,2.7,4,3,22.96,advanced,normal
23,female,40.9,1.75,167,145,61,0.82,594.0,yoga,25.2,2.1,3,1,13.36,beginner,underweight
47,male,127.8,1.65,198,157,60,0.77,598.0,cardio,28.7,3.5,2,1,46.94,beginner,obese
55,female,49.3,1.76,194,161,73,1.28,927.0,strength,30.5,2.0,2,1,15.92,beginner,underweight
19,female,64.3,1.63,197,132,57,1.87,1234.0,cardio,18.0,2.7,5,3,24.2,advanced,normal
32,male,49.3,1.62,167,158,74,1.18,1025.0,strength,29.3,2.5,3,2,18.79,intermediate,normal
28,female,63.0,1.62,196,147,55,0.68,500.0,strength,31.7,1.9,2,1,24.01,beginner,normal
25,female,41.1,1.67,186,138,71,1.03,711.0,yoga,31.9,2.4,3,2,14.74,intermediate,underweight
43,female,40.5,1.74,187,143,51,1.5,965.0,hiit,32.9,2.2,3,2,13.38,intermediate,underweight
22,male,71.0,1.62,199,138,68,0.91,691.0,hiit,21.2,3.5,2,1,27.05,beginner,overweight
23,female,60.9,1.62,193,168,69,1.59,1336.0,cardio,16.8,2.7,5,3,23.21,advanced,normal
43,female,64.7,1.66,191,132,69,1.88,1117.0,yoga,19.8,2.7,4,3,23.48,advanced,normal
21,female,51.0,1.71,174,132,73,1.07,706.0,hiit,34.2,2.2,3,2,17.44,intermediate,underweight
36,female,57.7,1.77,176,147,63,1.65,1213.0,strength,19.4,2.7,4,3,18.42,advanced,underweight
37,male,76.9,1.82,192,121,50,1.49,992.0,strength,24.5,2.8,4,2,23.22,intermediate,normal
50,male,80.5,1.77,175,129,59,1.85,1181.0,yoga,14.3,3.5,4,3,25.7,advanced,overweight
37,female,73.3,1.74,188,141,65,1.03,726.0,cardio,25.5,2.4,3,2,24.21,intermediate,normal
29,female,49.0,1.57,168,132,53,1.33,878.0,yoga,26.5,2.6,3,2,19.88,intermediate,normal
18,male,114.5,1.97,192,128,60,1.03,725.0,cardio,24.1,2.6,3,1,29.5,beginner,overweight
43,male,81.0,1.78,188,152,65,1.58,1189.0,yoga,12.4,3.5,5,3,25.56,advanced,overweight
31,female,53.5,1.76,172,133,69,1.22,811.0,strength,27.6,1.8,4,2,17.27,intermediate,underweight
55,male,52.1,1.68,180,167,50,0.77,637.0,yoga,23.6,3.0,3,1,18.46,beginner,underweight
54,female,70.1,1.52,180,139,65,0.76,475.0,hiit,26.6,2.1,2,1,30.34,beginner,obese
28,male,86.9,1.78,164,134,68,1.29,951.0,hiit,24.9,3.7,4,2,27.43,intermediate,overweight
53,male,73.4,1.76,169,151,70,1.09,815.0,yoga,27.9,2.8,3,2,23.7,intermediate,normal
30,male,90.0,1.66,165,152,71,1.32,1104.0,cardio,26.6,2.1,4,2,32.66,intermediate,obese
20,male,85.7,1.92,172,136,58,1.72,1287.0,cardio,10.5,3.5,5,3,23.25,advanced,normal
50,female,70.4,1.55,160,143,58,0.73,470.0,strength,29.9,2.7,2,1,29.3,beginner,overweight
23,male,57.7,1.71,179,149,58,1.15,942.0,strength,27.0,3.4,3,2,19.73,intermediate,normal
27,male,75.7,1.76,167,132,66,0.68,494.0,cardio,25.3,2.3,3,1,24.44,beginner,normal
22,female,61.8,1.52,169,166,61,1.83,1519.0,yoga,17.0,2.7,5,3,26.75,advanced,overweight
40,male,80.3,1.76,168,167,74,1.63,1497.0,strength,13.1,3.5,5,3,25.92,advanced,overweight
27,male,104.3,1.68,162,135,62,1.28,950.0,cardio,29.7,3.5,3,2,36.95,intermediate,obese
19,female,65.7,1.58,170,121,57,1.46,883.0,cardio,25.9,1.9,3,2,26.32,intermediate,overweight
30,male,120.3,1.96,171,136,65,0.66,494.0,yoga,23.9,2.6,2,1,31.32,beginner,obese
57,female,51.9,1.57,169,151,67,1.05,713.0,hiit,29.1,2.6,3,2,21.06,intermediate,normal
19,female,59.1,1.57,184,162,50,1.65,1336.0,cardio,17.9,2.7,5,3,23.98,advanced,normal
37,female,66.9,1.75,184,127,50,1.38,876.0,strength,26.5,2.1,4,2,21.84,intermediate,normal
18,female,66.9,1.75,170,122,61,0.94,573.0,yoga,26.8,1.7,2,1,21.84,beginner,normal
54,male,78.7,1.66,195,131,55,1.42,921.0,yoga,22.9,2.6,3,2,28.56,intermediate,overweight
26,female,62.4,1.61,198,139,58,1.88,1307.0,yoga,19.8,2.7,4,3,24.07,advanced,normal
34,male,102.1,1.71,185,135,72,0.96,713.0,hiit,27.3,3.2,2,1,34.92,beginner,obese
26,male,51.9,2.0,173,133,54,0.75,549.0,hiit,26.6,2.3,2,1,12.97,beginner,underweight
28,male,58.3,2.0,198,135,65,1.32,980.0,strength,28.2,3.0,4,2,14.57,intermediate,underweight
32,male,89.8,1.92,199,168,67,1.93,1783.0,strength,10.6,3.5,4,3,24.36,advanced,normal
41,male,101.1,1.83,160,162,66,0.79,634.0,yoga,28.6,3.2,2,1,30.19,beginner,obese
55,male,118.6,1.72,163,168,67,0.77,640.0,strength,25.9,2.6,3,1,40.09,beginner,obese
52,male,84.8,1.85,189,152,50,1.19,895.0,cardio,23.4,3.2,2,1,24.78,beginner,normal
47,male,80.0,1.77,171,149,68,0.72,531.0,hiit,28.2,3.5,3,1,25.54,beginner,overweight
48,male,73.1,1.83,194,131,71,1.05,681.0,yoga,28.0,2.8,4,2,21.83,intermediate,normal
22,male,117.3,1.68,172,134,57,1.24,914.0,yoga,28.5,2.7,3,2,41.56,intermediate,obese
31,female,77.4,1.71,190,137,52,1.26,863.0,cardio,26.2,1.8,4,2,26.47,intermediate,overweight
28,female,72.9,1.67,197,147,74,1.13,831.0,cardio,34.7,2.2,3,2,26.14,intermediate,overweight
26,female,71.2,1.5,182,142,54,1.15,816.0,cardio,34.6,2.6,2,1,31.64,beginner,obese
51,male,88.2,1.62,163,133,72,1.56,1027.0,cardio,11.8,3.5,4,3,33.61,advanced,obese
29,female,75.6,1.8,175,149,57,1.31,976.0,yoga,25.7,1.9,4,2,23.33,intermediate,normal
52,female,57.9,1.56,166,152,68,1.66,1135.0,hiit,15.8,2.7,4,3,23.79,advanced,normal
52,female,70.6,1.58,181,164,67,1.02,753.0,hiit,34.9,2.0,3,2,28.28,intermediate,overweight
18,male,118.6,1.64,188,134,67,0.94,693.0,cardio,25.6,2.7,3,1,44.1,beginner,obese
57,male,55.7,1.99,170,126,70,1.13,705.0,strength,23.6,3.0,3,2,14.07,intermediate,underweight
39,male,102.3,1.94,192,134,50,0.89,656.0,yoga,22.9,2.4,3,1,27.18,beginner,overweight
46,male,72.6,1.87,188,161,64,1.31,1044.0,hiit,22.6,3.4,4,2,20.76,intermediate,normal
25,female,63.8,1.68,198,165,67,0.95,784.0,cardio,31.6,1.9,2,1,22.6,beginner,normal
28,female,67.3,1.67,171,157,74,0.61,479.0,strength,29.2,2.3,3,1,24.13,beginner,normal
58,female,59.3,1.58,166,165,56,1.97,1463.0,strength,19.8,2.7,4,3,23.75,advanced,normal
54,female,70.7,1.57,198,163,65,1.14,836.0,cardio,31.8,2.1,3,1,28.68,beginner,overweight
31,male,86.9,1.69,185,130,65,1.72,1230.0,yoga,14.0,3.5,4,3,30.43,advanced,obese
47,male,98.2,1.9,199,148,64,0.76,557.0,hiit,22.9,3.0,3,1,27.2,beginner,overweight
52,male,63.6,1.62,168,150,55,1.3,965.0,strength,20.8,2.3,4,2,24.23,intermediate,normal
38,female,45.2,1.68,193,144,58,1.01,727.0,hiit,29.9,2.4,3,2,16.01,intermediate,underweight
54,male,117.2,1.62,172,143,56,1.04,736.0,hiit,23.1,2.3,4,2,44.66,intermediate,obese
22,male,107.4,1.74,195,138,63,1.34,1017.0,strength,22.0,2.2,2,1,35.47,beginner,obese
36,female,59.1,1.78,184,121,60,0.85,514.0,cardio,34.5,2.2,2,1,18.65,beginner,normal
31,female,53.3,1.64,183,141,70,0.57,402.0,strength,29.4,2.4,3,1,19.82,beginner,normal
43,male,46.2,1.63,176,139,65,1.18,812.0,strength,21.7,2.1,2,1,17.39,beginner,underweight
21,male,67.0,1.61,161,152,74,1.32,1104.0,yoga,22.0,2.1,3,2,25.85,intermediate,overweight
42,male,86.3,1.77,172,127,55,1.77,1113.0,hiit,11.4,3.5,4,3,27.55,advanced,overweight
59,male,85.5,1.67,190,144,71,1.99,1418.0,cardio,15.0,3.5,5,3,30.66,advanced,obese
42,male,70.2,1.87,188,165,65,1.38,1127.0,hiit,22.7,3.4,3,2,20.07,intermediate,normal
35,male,127.1,1.62,187,128,69,1.02,718.0,strength,23.3,3.4,4,2,48.43,intermediate,obese
57,female,75.6,1.67,186,153,65,1.05,723.0,cardio,31.6,1.8,3,2,27.11,intermediate,overweight
25,female,62.6,1.65,174,142,61,1.2,852.0,cardio,27.9,2.2,3,1,22.99,beginner,normal
56,female,55.7,1.53,190,124,66,1.91,1066.0,cardio,16.1,2.7,5,3,23.79,advanced,normal
57,male,96.1,1.74,199,144,54,1.21,862.0,cardio,21.6,2.8,3,2,31.74,intermediate,obese
31,female,76.7,1.62,174,127,74,1.39,883.0,yoga,28.1,2.3,4,2,29.23,intermediate,overweight
49,male,57.2,1.89,192,135,62,1.14,762.0,cardio,21.1,3.5,2,1,16.01,beginner,underweight
55,male,69.9,1.81,179,167,57,1.2,992.0,strength,20.2,2.1,4,2,21.34,intermediate,normal
50,female,67.9,1.77,171,164,73,1.03,760.0,yoga,33.0,2.4,3,2,21.67,intermediate,normal
40,male,87.9,1.87,196,134,54,1.96,1445.0,strength,10.7,3.5,5,3,25.14,advanced,overweight
32,male,102.8,1.98,168,120,61,1.24,818.0,strength,27.8,2.8,3,2,26.22,intermediate,overweight
50,female,51.8,1.5,182,141,58,1.32,838.0,hiit,33.0,2.2,3,1,23.02,beginner,normal
42,female,57.7,1.57,167,122,52,1.83,1005.0,cardio,17.7,2.7,4,3,23.41,advanced,normal
34,female,66.5,1.69,191,157,52,0.81,636.0,cardio,28.1,2.3,3,1,23.28,beginner,normal
50,male,95.4,1.61,173,133,50,1.16,764.0,strength,21.5,3.6,4,2,36.8,intermediate,obese
19,female,69.2,1.6,186,155,74,1.17,907.0,cardio,32.4,1.6,3,1,27.03,beginner,overweight
31,female,66.6,1.67,184,137,71,1.02,699.0,yoga,31.0,1.5,4,2,23.88,intermediate,normal
57,male,83.4,1.65,172,166,67,1.57,1290.0,hiit,13.3,3.5,4,3,30.63,advanced,obese
57,female,43.8,1.75,180,160,73,1.39,1001.0,cardio,25.1,1.7,2,1,14.3,beginner,underweight
56,female,64.2,1.69,190,137,61,1.99,1227.0,cardio,19.6,2.7,5,3,22.48,advanced,normal
23,female,44.1,1.62,196,122,58,0.58,354.0,yoga,25.7,2.7,2,1,16.8,beginner,underweight
23,male,87.3,1.91,164,129,58,1.87,1327.0,hiit,11.8,3.5,5,3,23.93,advanced,normal
20,male,55.0,1.6,172,168,67,1.12,1035.0,yoga,24.0,3.2,4,2,21.48,intermediate,normal
24,male,87.1,1.74,187,158,67,1.57,1364.0,strength,10.0,3.5,4,3,28.77,advanced,overweight
25,male,66.6,1.61,184,166,56,1.38,1260.0,strength,25.0,3.0,2,1,25.69,beginner,overweight
59,female,60.4,1.76,194,120,53,1.72,929.0,cardio,18.8,2.7,5,3,19.5,advanced,normal
32,male,126.4,1.83,198,146,62,1.1,883.0,hiit,28.2,2.1,3,2,37.74,intermediate,obese
46,male,88.7,1.63,166,146,66,0.75,542.0,strength,28.8,3.5,2,1,33.38,beginner,obese
